merge_number,time_seconds,cumulative_time
119,1.300609827041626,184.27622985839844
120,1.2993190288543701,185.57572889328003
121,1.2926771640777588,186.86859369277954
122,1.2998218536376953,188.1685926914215
123,1.2901909351348877,189.45895791053772
124,1.2963511943817139,190.75548267364502
125,1.2828459739685059,192.0385148525238
126,1.281893014907837,193.3206079006195
127,1.2873549461364746,194.60813188552856
128,1.2820651531219482,195.8903820514679
129,1.2760238647460938,197.16660380363464
130,1.272336721420288,198.43912601470947
131,1.2719392776489258,199.7112488746643
132,1.2704482078552246,200.9818799495697
133,1.2666277885437012,202.2487027645111
134,1.257936954498291,203.5068347454071
135,1.273758888244629,204.78077673912048
136,1.2627949714660645,206.04374599456787
137,1.2765569686889648,207.32047772407532
138,1.2636337280273438,208.5842888355255
139,1.2574820518493652,209.84196496009827
140,1.2553629875183105,211.09750485420227
141,1.2465240955352783,212.34424090385437
142,1.2549190521240234,213.5993468761444
143,1.2560319900512695,214.8555669784546
144,1.2431552410125732,216.0989170074463
145,1.2346107959747314,217.33370900154114
146,1.2399322986602783,218.5738170146942
147,1.2365739345550537,219.8105640411377
148,1.2414650917053223,221.05220794677734
149,1.2438960075378418,222.2962930202484
150,1.238680124282837,223.53523707389832
151,1.2353792190551758,224.77078795433044
152,1.2217130661010742,225.99267983436584
153,1.2333362102508545,227.22619795799255
154,1.264610767364502,228.49100589752197
155,1.2364616394042969,229.72764492034912
156,1.2313458919525146,230.9591679573059
157,1.2325959205627441,232.19195580482483
158,1.219892978668213,233.41202974319458
159,1.217576026916504,234.62978887557983
160,1.2244839668273926,235.8544418811798
161,1.228691816329956,237.08330988883972
162,1.2148942947387695,238.29839205741882
163,1.2162978649139404,239.5148799419403
164,1.2065010070800781,240.72158193588257
165,1.2222740650177002,241.94403982162476
166,1.205570936203003,243.1497950553894
167,1.2070729732513428,244.35706901550293
168,1.2007989883422852,245.5580699443817
169,1.1945691108703613,246.75281405448914
170,1.1979260444641113,247.95093297958374
171,1.2005228996276855,249.15160584449768
172,1.209385871887207,250.36117482185364
173,1.1904709339141846,251.55182790756226
174,1.1995508670806885,252.75158381462097
175,1.1974289417266846,253.94918179512024
176,1.2023138999938965,255.15169191360474
177,1.197943925857544,256.3498148918152
178,1.1945500373840332,257.5445599555969
179,1.1823029518127441,258.72705078125
180,1.1772081851959229,259.90445375442505
181,1.178406000137329,261.0830788612366
182,1.183060884475708,262.2663218975067
183,1.1792356967926025,263.4457359313965
184,1.1686980724334717,264.614639043808
185,1.185230016708374,265.8000559806824
186,1.1779630184173584,266.97819781303406
187,1.1742329597473145,268.1526539325714
188,1.1830101013183594,269.33586502075195
189,1.1664669513702393,270.50251388549805
190,1.1773262023925781,271.6800150871277
191,1.1688199043273926,272.84901690483093
192,1.1662507057189941,274.0154519081116
193,1.1586487293243408,275.1742777824402
194,1.1644930839538574,276.3389527797699
195,1.1689443588256836,277.5081000328064
196,1.1628737449645996,278.67115473747253
197,1.1578826904296875,279.8292269706726
198,1.1526799201965332,280.982088804245
199,1.1500821113586426,282.1323628425598
200,1.1468701362609863,283.27941393852234
201,1.1614670753479004,284.4410798549652
202,1.146454095840454,285.58775901794434
203,1.1585800647735596,286.7465419769287
204,1.1496949195861816,287.8964147567749
205,1.1450738906860352,289.0416808128357
206,1.1551752090454102,290.1970388889313
207,1.1419060230255127,291.339124917984
208,1.1424667835235596,292.4817876815796
209,1.129364013671875,293.61133885383606
210,1.1406810283660889,294.75219774246216
211,1.1363682746887207,295.88875794410706
212,1.1371099948883057,297.0260498523712
213,1.1399331092834473,298.1662120819092
214,1.1301398277282715,299.29652976989746
215,1.1372170448303223,300.4339418411255
216,1.1349451541900635,301.56906390190125
217,1.1326940059661865,302.7019398212433
218,1.1190738677978516,303.82119703292847
219,1.1283769607543945,304.94977283477783
220,1.1234829425811768,306.0734450817108
221,1.134324312210083,307.2079620361328
222,1.1259655952453613,308.3341417312622
223,1.1383788585662842,309.4727189540863
224,1.1444239616394043,310.6173150539398
225,1.1152310371398926,311.73271799087524
226,1.1085727214813232,312.84149074554443
227,1.1190919876098633,313.9608328342438
228,1.11722993850708,315.07824087142944
229,1.109941005706787,316.18837809562683
230,1.1054792404174805,317.2940537929535
231,1.1100988388061523,318.4043507575989
232,1.1214690208435059,319.52600383758545
233,1.1071650981903076,320.63334798812866
234,1.1154520511627197,321.74898982048035
235,1.1084749698638916,322.85765075683594
236,1.1225471496582031,323.98037791252136
237,1.1074330806732178,325.0880010128021
238,1.102663278579712,326.19085001945496
239,1.1099038124084473,327.3009388446808
240,1.0901472568511963,328.3912739753723
241,1.0998787879943848,329.4913237094879
242,1.0974819660186768,330.5890197753906
243,1.0949811935424805,331.6841809749603
244,1.0890779495239258,332.7734429836273
245,1.089648962020874,333.8632628917694
246,1.0950467586517334,334.95851492881775
247,1.0873768329620361,336.04609203338623
248,1.0953378677368164,337.1416230201721
249,1.0915122032165527,338.23332500457764
250,1.0877189636230469,339.321222782135
251,1.0813701152801514,340.40278697013855
252,1.0846571922302246,341.4876410961151
253,1.0854849815368652,342.5733118057251
254,1.0876011848449707,343.661092042923
255,1.089771032333374,344.75104308128357
256,1.0814988613128662,345.8327248096466
257,1.077678918838501,346.9105899333954
258,1.0721580982208252,347.98291993141174
259,1.0719749927520752,349.055068731308
260,1.0813267230987549,350.13659596443176
261,1.0816259384155273,351.218407869339
262,1.0781731605529785,352.2967736721039
263,1.080613136291504,353.37757301330566
264,1.0733160972595215,354.4510660171509
265,1.0816831588745117,355.5329279899597
266,1.0802502632141113,356.6133658885956
267,1.081697940826416,357.6952519416809
268,1.0772082805633545,358.7726640701294
269,1.0690631866455078,359.841933965683
270,1.070326566696167,360.91243386268616
271,1.0679333209991455,361.9805591106415
272,1.0647149085998535,363.04545879364014
273,1.0606608390808105,364.1063196659088
274,1.062912940979004,365.1694130897522
275,1.0723228454589844,366.24193572998047
276,1.065830945968628,367.30795884132385
277,1.0601551532745361,368.36829376220703
278,1.0593769550323486,369.42786502838135
279,1.0545110702514648,370.48256397247314
280,1.055621862411499,371.5383858680725
281,1.059492826461792,372.59804487228394
282,1.0570290088653564,373.6552789211273
283,1.0642712116241455,374.71973299980164
284,1.0485901832580566,375.76850509643555
285,1.0470337867736816,376.81571984291077
286,1.0551187992095947,377.8710069656372
287,1.0552279949188232,378.9264397621155
288,1.041612148284912,379.9682369232178
289,1.0447361469268799,381.0131587982178
290,1.036153793334961,382.04950189590454
291,1.0642790794372559,383.11398911476135
292,1.0536651611328125,384.1678419113159
293,1.0432441234588623,385.2112789154053
294,1.0464041233062744,386.2578890323639
295,1.0456137657165527,387.3036878108978
296,1.045008897781372,388.34889483451843
297,1.0361242294311523,389.38520789146423
298,1.0337028503417969,390.41909074783325
299,1.0387070178985596,391.45798087120056
300,1.0424158573150635,392.5006036758423
301,1.0386478900909424,393.53943276405334
302,1.0376951694488525,394.57730984687805
303,1.0307631492614746,395.60826992988586
304,1.031754970550537,396.6402349472046
305,1.0175869464874268,397.65800070762634
306,1.033926248550415,398.6921110153198
307,1.0245702266693115,399.7168698310852
308,1.0251429080963135,400.74221086502075
309,1.0254747867584229,401.7678577899933
310,1.013934850692749,402.78198289871216
311,1.015383005142212,403.7975468635559
312,1.0311357975006104,404.82887172698975
313,1.0169451236724854,405.845999956131
314,1.0183689594268799,406.86456990242004
315,1.017531156539917,407.882297039032
316,1.030545949935913,408.91302585601807
317,1.0170938968658447,409.9303207397461
318,1.019608736038208,410.9501209259033
319,1.019237756729126,411.96954679489136
320,1.0299789905548096,412.9996967315674
321,1.0162029266357422,414.01609683036804
322,1.02543306350708,415.04171800613403
323,1.0247130393981934,416.0666239261627
324,1.0269129276275635,417.09372210502625
325,1.0088999271392822,418.1028070449829
326,1.0170891284942627,419.1200828552246
327,1.0141088962554932,420.1343789100647
328,1.0258948802947998,421.16046476364136
329,1.0234730243682861,422.1841199398041
330,0.992933988571167,423.17725586891174
331,1.0056848526000977,424.1831238269806
332,0.9998650550842285,425.1831829547882
333,1.0073168277740479,426.190682888031
334,1.0071401596069336,427.19800901412964
335,1.0116138458251953,428.20983386039734
336,1.013267993927002,429.2232918739319
337,1.0073788166046143,430.2308728694916
338,1.0036249160766602,431.23470091819763
339,1.003978967666626,432.23886585235596
340,1.0020132064819336,433.2410590648651
341,0.9902398586273193,434.23148369789124
342,0.9955692291259766,435.2272369861603
343,0.984266996383667,436.2116868495941
344,0.9994609355926514,437.2113268375397
345,0.9936552047729492,438.20517086982727
346,0.9911391735076904,439.19652700424194
347,0.9983606338500977,440.19506669044495
348,0.9970169067382812,441.1922559738159
349,0.9898543357849121,442.1822979450226
350,0.992189884185791,443.17467999458313
351,0.9885168075561523,444.1633868217468
352,0.9934027194976807,445.1570076942444
353,0.9861810207366943,446.1433928012848
354,0.9942750930786133,447.1378469467163
355,0.9941601753234863,448.1321849822998
356,0.9780218601226807,449.11039876937866
357,0.9877490997314453,450.0983488559723
358,0.9918620586395264,451.09039402008057
359,0.9837121963500977,452.0742998123169
360,0.9854118824005127,453.05991077423096
361,0.9889798164367676,454.0490667819977
362,0.9861876964569092,455.0354506969452
363,0.977820873260498,456.0134828090668
364,0.9804260730743408,456.9941008090973
365,0.9793918132781982,457.97368478775024
366,0.976729154586792,458.9505970478058
367,0.964547872543335,459.915335893631
368,0.9721620082855225,460.88767886161804
369,0.9804060459136963,461.8682680130005
370,0.9780611991882324,462.8465168476105
371,0.9663400650024414,463.81303787231445
372,0.9667568206787109,464.7799799442291
373,0.9781179428100586,465.7583038806915
374,0.971980094909668,466.7304768562317
375,0.9658689498901367,467.6965217590332
376,0.9658689498901367,468.66257977485657
377,0.9584689140319824,469.62124276161194
378,0.9574069976806641,470.57884097099304
379,0.9661152362823486,471.5451340675354
380,0.963191032409668,472.5085139274597
381,0.9588849544525146,473.4675748348236
382,0.9683849811553955,474.43614888191223
383,0.9607112407684326,475.3970489501953
384,0.9632530212402344,476.3605098724365
385,0.9710030555725098,477.3316967487335
386,0.9641759395599365,478.29605984687805
387,0.9694690704345703,479.26572489738464
388,0.9691810607910156,480.2351059913635
389,0.9534261226654053,481.18871808052063
390,0.952949047088623,482.14183592796326
391,0.9509479999542236,483.0929651260376
392,0.9561519622802734,484.04929304122925
393,0.9519491195678711,485.0014269351959
394,0.9533979892730713,485.9550230503082
395,0.9417290687561035,486.89693784713745
396,0.9410209655761719,487.83813977241516
397,0.9507107734680176,488.7890317440033
398,0.9341268539428711,489.7233159542084
399,0.9468488693237305,490.67032289505005
400,0.9462141990661621,491.61671590805054
401,0.9407639503479004,492.55767273902893
402,0.9386680126190186,493.4965169429779
403,0.9463779926300049,494.44307708740234
404,0.9339179992675781,495.3771917819977
405,0.9386720657348633,496.3160469532013
406,0.9407167434692383,497.2569546699524
407,0.9427430629730225,498.19990491867065
408,0.9461848735809326,499.14628505706787
409,0.9463930130004883,500.09285402297974
410,0.9339499473571777,501.0269889831543
411,0.9388370513916016,501.9660048484802
412,0.9329431056976318,502.8991138935089
413,0.9370238780975342,503.8363287448883
414,0.9273850917816162,504.76390981674194
415,0.9200758934020996,505.6841838359833
416,0.9272189140319824,506.6115939617157
417,0.9325590133666992,507.5443367958069
418,0.9296267032623291,508.47417187690735
419,0.9315292835235596,509.40592408180237
420,0.9341540336608887,510.34027004241943
421,0.9495620727539062,511.28998494148254
422,0.9297690391540527,512.2199368476868
423,0.9323561191558838,513.1524908542633
424,0.9396889209747314,514.0923638343811
425,0.9257819652557373,515.0183339118958
426,0.9312052726745605,515.9497220516205
427,0.9214479923248291,516.871346950531
428,0.9230837821960449,517.79460978508
429,0.9255468845367432,518.7203509807587
430,0.9239377975463867,519.6444327831268
431,0.9241211414337158,520.5687289237976
432,0.9129962921142578,521.4818820953369
433,0.9159762859344482,522.3980519771576
434,0.9275898933410645,523.3258318901062
435,0.9303250312805176,524.2563450336456
436,0.91037917137146,525.1669068336487
437,0.9205260276794434,526.0875990390778
438,0.917525053024292,527.0053098201752
439,0.916492223739624,527.921993970871
440,0.9173901081085205,528.83957695961
441,0.9097657203674316,529.7495470046997
442,0.9173398017883301,530.6670618057251
443,0.9170072078704834,531.584214925766
444,0.9160869121551514,532.500453710556
445,0.913703203201294,533.4143409729004
446,0.9177391529083252,534.3322720527649
447,0.9154179096221924,535.2478818893433
448,0.9220438003540039,536.1701209545135
449,0.9151852130889893,537.0854959487915
450,0.9091219902038574,537.9948039054871
451,0.9176027774810791,538.9126358032227
452,0.9125940799713135,539.8254458904266
453,0.911994218826294,540.737636089325
454,0.9074501991271973,541.6452529430389
455,0.9112110137939453,542.5566110610962
456,0.9073820114135742,543.4641749858856
457,0.9028489589691162,544.367203950882
458,0.9063920974731445,545.2737820148468
459,0.8978188037872314,546.1718189716339
460,0.9031069278717041,547.075113773346
461,0.8981101512908936,547.9733917713165
462,0.9105348587036133,548.8841288089752
463,0.9007558822631836,549.7850668430328
464,0.8927578926086426,550.6780247688293
465,0.8962461948394775,551.5744559764862
466,0.8984389305114746,552.4730749130249
467,0.9063661098480225,553.3796310424805
468,0.9022979736328125,554.2821087837219
469,0.8955438137054443,555.1778748035431
470,0.8982479572296143,556.0764148235321
471,0.894848108291626,556.9714479446411
472,0.8952438831329346,557.8668787479401
473,0.8997280597686768,558.7667949199677
474,0.8923962116241455,559.659353017807
475,0.8962821960449219,560.5558099746704
476,0.897881031036377,561.4538779258728
477,0.888369083404541,562.3424189090729
478,0.8968520164489746,563.2394528388977
479,0.8895018100738525,564.129142999649
480,0.889995813369751,565.0193128585815
481,0.899848222732544,565.9193429946899
482,0.8876328468322754,566.8071558475494
483,0.8961200714111328,567.7034888267517
484,0.8860781192779541,568.5897400379181
485,0.8933911323547363,569.4833300113678
486,0.8896236419677734,570.3731598854065
487,0.8848090171813965,571.2581548690796
488,0.8814480304718018,572.1397838592529
489,0.8949339389801025,573.034905910492
490,0.8794708251953125,573.9145579338074
491,0.8904440402984619,574.8051860332489
492,0.9026579856872559,575.708025932312
493,0.8841290473937988,576.5923538208008
494,0.8796741962432861,577.4722290039062
495,0.8779430389404297,578.3503489494324
496,0.8838732242584229,579.2343909740448
497,0.8874721527099609,580.1220388412476
498,0.8766880035400391,580.9989218711853
499,0.8834357261657715,581.8825447559357
500,0.8850030899047852,582.7677249908447
501,0.8772058486938477,583.6451077461243
502,0.8770051002502441,584.5223059654236
503,0.8744242191314697,585.3969049453735
504,0.8800618648529053,586.27716588974
505,0.8817100524902344,587.1590540409088
506,0.8792119026184082,588.0384480953217
507,0.8835577964782715,588.9222059249878
508,0.8799800872802734,589.8023679256439
509,0.8715229034423828,590.6740758419037
510,0.8777198791503906,591.551971912384
511,0.8657810688018799,592.4179348945618
512,0.8772368431091309,593.295352935791
513,0.8731088638305664,594.1686577796936
514,0.8661201000213623,595.034973859787
515,0.8797650337219238,595.9149148464203
516,0.8799331188201904,596.7950489521027
517,0.8662526607513428,597.6615009307861
518,0.8779230117797852,598.5396108627319
519,0.868948221206665,599.4087409973145
520,0.8690652847290039,600.2780001163483
521,0.8716988563537598,601.1498847007751
522,0.8805303573608398,602.0305950641632
523,0.863433837890625,602.8942058086395
524,0.8647689819335938,603.7591509819031
525,0.8851728439331055,604.644496679306
526,0.8721210956573486,605.516804933548
527,0.874161958694458,606.3911588191986
528,0.8844890594482422,607.2758328914642
529,0.8777539730072021,608.15376496315
530,0.8566780090332031,609.0106709003448
531,0.8591780662536621,609.8700399398804
532,0.8663790225982666,610.736615896225
533,0.8719322681427002,611.6087410449982
534,0.8608229160308838,612.4697508811951
535,0.8600168228149414,613.3299367427826
536,0.8671002388000488,614.1972327232361
537,0.8685970306396484,615.0660119056702
538,0.8618969917297363,615.9280698299408
539,0.862525224685669,616.790776014328
540,0.8568661212921143,617.6478428840637
541,0.8587820529937744,618.5068128108978
542,0.8546843528747559,619.3616790771484
543,0.8468387126922607,620.2086887359619
544,0.8459358215332031,621.0548017024994
545,0.8574860095977783,621.9124636650085
546,0.8647100925445557,622.7773497104645
547,0.8579528331756592,623.6355118751526
548,0.8552870750427246,624.4909811019897
549,0.8521268367767334,625.343291759491
550,0.8488879203796387,626.1923937797546
551,0.8465230464935303,627.0390980243683
552,0.845782995223999,627.8850500583649
553,0.8486089706420898,628.7338438034058
554,0.8503880500793457,629.5844128131866
555,0.8475992679595947,630.4321949481964
556,0.8447508811950684,631.2770957946777
557,0.8552298545837402,632.1324977874756
558,0.851294994354248,632.983964920044
559,0.8496189117431641,633.8337950706482
560,0.8501250743865967,634.6841330528259
561,0.8387870788574219,635.5231170654297
562,0.8508608341217041,636.3741607666016
563,0.8525891304016113,637.2269628047943
564,0.8666019439697266,638.0937478542328
565,0.8616769313812256,638.9555997848511
566,0.8390603065490723,639.7948427200317
567,0.8440101146697998,640.6390478610992
568,0.8379900455474854,641.4772200584412
569,0.8512520790100098,642.328647851944
570,0.8449079990386963,643.1737399101257
571,0.843440055847168,644.0173568725586
572,0.8387007713317871,644.8562428951263
573,0.8310737609863281,645.6874947547913
574,0.838890790939331,646.5265917778015
575,0.8423910140991211,647.3692018985748
576,0.8381800651550293,648.2075629234314
577,0.8434600830078125,649.0511908531189
578,0.8365352153778076,649.8879029750824
579,0.8468542098999023,650.7349469661713
580,0.8432140350341797,651.5783348083496
581,0.8512110710144043,652.4297459125519
582,0.8411529064178467,653.2710838317871
583,0.8532028198242188,654.1244678497314
584,0.8431930541992188,654.9678618907928
585,0.8363251686096191,655.8043797016144
586,0.8387918472290039,656.6433546543121
587,0.8421008586883545,657.4856560230255
588,0.8319141864776611,658.3177750110626
589,0.8445329666137695,659.1624927520752
590,0.8209099769592285,659.9835958480835
591,0.8326678276062012,660.8164608478546
592,0.8306739330291748,661.6473388671875
593,0.8287978172302246,662.4763197898865
594,0.8407847881317139,663.3172857761383
595,0.8300228118896484,664.1474888324738
596,0.8319871425628662,664.9796669483185
597,0.8279809951782227,665.8078508377075
598,0.8349311351776123,666.6429989337921
599,0.8323318958282471,667.4755067825317
600,0.8261160850524902,668.3018238544464
601,0.8227598667144775,669.1247637271881
602,0.8160429000854492,669.9409649372101
603,0.8320610523223877,670.7732200622559
604,0.8331642150878906,671.6065850257874
605,0.8244869709014893,672.4312460422516
606,0.8285050392150879,673.2599399089813
607,0.8213911056518555,674.0815079212189
608,0.812711238861084,674.8944139480591
609,0.8206391334533691,675.7152388095856
610,0.8205242156982422,676.5359768867493
611,0.8095438480377197,677.3457038402557
612,0.8270678520202637,678.1729567050934
613,0.8184130191802979,678.9915528297424
614,0.813453197479248,679.8051869869232
615,0.8214359283447266,680.6268048286438
616,0.8181989192962646,681.4451868534088
617,0.8263611793518066,682.2717318534851
618,0.8206279277801514,683.0925648212433
619,0.8236360549926758,683.9163908958435
620,0.826657772064209,684.743216753006
621,0.8129899501800537,685.556403875351
622,0.8200821876525879,686.3767070770264
623,0.8221640586853027,687.1990897655487
624,0.8438119888305664,688.0430829524994
625,0.8317959308624268,688.875058889389
626,0.8374888896942139,689.7127249240875
627,0.8238470554351807,690.5367867946625
628,0.8190250396728516,691.3559930324554
629,0.8238468170166016,692.1800220012665
630,0.8232951164245605,693.0034999847412
631,0.8094902038574219,693.8131687641144
632,0.8265049457550049,694.6398530006409
633,0.8228409290313721,695.4628758430481
634,0.8267641067504883,696.2898290157318
635,0.8200559616088867,697.1100640296936
636,0.8092648983001709,697.9195199012756
637,0.8109028339385986,698.73060297966
638,0.8071801662445068,699.5380659103394
639,0.8082499504089355,700.346522808075
640,0.8186659812927246,701.1653800010681
641,0.8105590343475342,701.976126909256
642,0.8063359260559082,702.7826688289642
643,0.8107678890228271,703.5936288833618
644,0.8143129348754883,704.408124923706
645,0.8100039958953857,705.2183179855347
646,0.8059220314025879,706.0244278907776
647,0.8184292316436768,706.8430650234222
648,0.8148560523986816,707.6581029891968
649,0.8097929954528809,708.4681069850922
650,0.8193132877349854,709.2876000404358
651,0.8121910095214844,710.0999648571014
652,0.8102710247039795,710.9104278087616
653,0.8022811412811279,711.71288895607
654,0.8075640201568604,712.5206389427185
655,0.7999930381774902,713.3208038806915
656,0.7978329658508301,714.1188249588013
657,0.8014988899230957,714.9205329418182
658,0.8029499053955078,715.7236769199371
659,0.8014051914215088,716.5252730846405
660,0.8055617809295654,717.3310277462006
661,0.7952067852020264,718.126416683197
662,0.8017849922180176,718.9283969402313
663,0.8003289699554443,719.7289137840271
664,0.8090641498565674,720.538162946701
665,0.7998740673065186,721.3382298946381
666,0.795881986618042,722.1342988014221
667,0.8007960319519043,722.9352738857269
668,0.8063652515411377,723.7418169975281
669,0.7992908954620361,724.5412888526917
670,0.8073480129241943,725.3488118648529
671,0.7969789505004883,726.1459739208221
672,0.8016049861907959,726.9477558135986
673,0.7922618389129639,727.7401866912842
674,0.8010540008544922,728.5414299964905
675,0.7971498966217041,729.3387587070465
676,0.7894871234893799,730.1284508705139
677,0.8002612590789795,730.9289109706879
678,0.7960262298583984,731.725114107132
679,0.7912180423736572,732.516480922699
680,0.7902171611785889,733.3068799972534
681,0.7946093082427979,734.1016690731049
682,0.7925667762756348,734.8944177627563
683,0.7951259613037109,735.6897237300873
684,0.7987511157989502,736.4886558055878
685,0.797008752822876,737.2858548164368
686,0.8003060817718506,738.0863499641418
687,0.7948007583618164,738.8814136981964
688,0.7828810214996338,739.6644959449768
689,0.792525053024292,740.4572148323059
690,0.7991950511932373,741.2566120624542
691,0.7848010063171387,742.0415978431702
692,0.7877078056335449,742.829482793808
693,0.7941229343414307,743.6237888336182
694,0.7873189449310303,744.4112858772278
695,0.7869651317596436,745.1984210014343
696,0.7826511859893799,745.9812588691711
697,0.7907910346984863,746.7722249031067
698,0.791968822479248,747.5643949508667
699,0.7878000736236572,748.3523869514465
700,0.7862780094146729,749.1388578414917
701,0.7834188938140869,749.9224617481232
702,0.7857308387756348,750.7084038257599
703,0.783311128616333,751.4919049739838
704,0.7934417724609375,752.2855427265167
705,0.7839899063110352,753.0697329044342
706,0.7856152057647705,753.8555319309235
707,0.7834551334381104,754.6391699314117
708,0.7874221801757812,755.4269280433655
709,0.7883458137512207,756.2154517173767
710,0.7836928367614746,756.9993329048157
711,0.7916877269744873,757.7912018299103
712,0.7850210666656494,758.5764427185059
713,0.7845282554626465,759.3611459732056
714,0.7791459560394287,760.1404728889465
715,0.7834732532501221,760.924122095108
716,0.7826859951019287,761.7070169448853
717,0.7817831039428711,762.4889779090881
718,0.7786531448364258,763.2678027153015
719,0.7817621231079102,764.0497629642487
720,0.7814521789550781,764.8314008712769
721,0.7772307395935059,765.6088087558746
722,0.7740671634674072,766.3830530643463
723,0.7762339115142822,767.1594758033752
724,0.7830510139465332,767.9427099227905
725,0.7739138603210449,768.7168288230896
726,0.7806921005249023,769.4977028369904
727,0.7790749073028564,770.2769589424133
728,0.7780101299285889,771.0551578998566
729,0.779818058013916,771.8351500034332
730,0.7719998359680176,772.6073310375214
731,0.773033857345581,773.3805439472198
732,0.7809689044952393,774.1616990566254
733,0.7644672393798828,774.926351070404
734,0.7858779430389404,775.7124037742615
735,0.7716569900512695,776.4842429161072
736,0.7779397964477539,777.2623598575592
737,0.7832341194152832,778.045783996582
738,0.7735750675201416,778.8195388317108
739,0.7666769027709961,779.5863969326019
740,0.7674658298492432,780.3540489673615
741,0.7711617946624756,781.125394821167
742,0.7700521945953369,781.895635843277
743,0.7726898193359375,782.6685297489166
